m,TagName,
"2025-01-01 00:00:00","c","320"
"2025-01-01 00:00:00","c#","1128"
"2025-01-01 00:00:00","c++","687"
"2025-01-01 00:00:00","delphi","56"
"2025-01-01 00:00:00","go","133"
"2025-01-01 00:00:00","java","1157"
"2025-01-01 00:00:00","javascript","1413"
"2025-01-01 00:00:00","perl","25"
"2025-01-01 00:00:00","php","509"
"2025-01-01 00:00:00","python","2682"
"2025-01-01 00:00:00","r","520"
"2025-01-01 00:00:00","ruby","50"
"2025-01-01 00:00:00","swift","340"
"2025-02-01 00:00:00","assembly","60"
"2025-02-01 00:00:00","c","276"
"2025-02-01 00:00:00","c#","980"
"2025-02-01 00:00:00","c++","575"
"2025-02-01 00:00:00","delphi","58"
"2025-02-01 00:00:00","go","96"
"2025-02-01 00:00:00","java","923"
"2025-02-01 00:00:00","javascript","1132"
"2025-02-01 00:00:00","perl","15"
"2025-02-01 00:00:00","php","345"
"2025-02-01 00:00:00","python","2173"
"2025-02-01 00:00:00","r","499"
"2025-02-01 00:00:00","ruby","50"
"2025-02-01 00:00:00","swift","305"
"2025-03-01 00:00:00","assembly","60"
"2025-03-01 00:00:00","c","307"
"2025-03-01 00:00:00","c#","915"
"2025-03-01 00:00:00","c++","679"
"2025-03-01 00:00:00","delphi","53"
"2025-03-01 00:00:00","go","97"
"2025-03-01 00:00:00","java","891"
"2025-03-01 00:00:00","javascript","1120"
"2025-03-01 00:00:00","perl","16"
"2025-03-01 00:00:00","php","332"
"2025-03-01 00:00:00","python","2213"
"2025-03-01 00:00:00","r","485"
"2025-03-01 00:00:00","ruby","46"
"2025-03-01 00:00:00","swift","296"
"2025-04-01 00:00:00","assembly","49"
"2025-04-01 00:00:00","c","205"
"2025-04-01 00:00:00","c#","649"
"2025-04-01 00:00:00","c++","515"
"2025-04-01 00:00:00","delphi","37"
"2025-04-01 00:00:00","go","64"
"2025-04-01 00:00:00","java","794"
"2025-04-01 00:00:00","javascript","785"
"2025-04-01 00:00:00","perl","15"
"2025-04-01 00:00:00","php","254"
"2025-04-01 00:00:00","python","1736"
"2025-04-01 00:00:00","r","398"
"2025-04-01 00:00:00","ruby","31"
"2025-04-01 00:00:00","swift","216"
"2025-05-01 00:00:00","assembly","39"
"2025-05-01 00:00:00","c","223"
"2025-05-01 00:00:00","c#","635"
"2025-05-01 00:00:00","c++","527"
"2025-05-01 00:00:00","delphi","38"
"2025-05-01 00:00:00","go","74"
"2025-05-01 00:00:00","java","709"
"2025-05-01 00:00:00","javascript","787"
"2025-05-01 00:00:00","perl","16"
"2025-05-01 00:00:00","php","309"
"2025-05-01 00:00:00","python","1712"
"2025-05-01 00:00:00","r","334"
"2025-05-01 00:00:00","ruby","31"
"2025-05-01 00:00:00","swift","218"
